Date;LV ActivePower;Wind Speed;Theoretical_Power_Curve;Wind Direction
04 08 2018 13:50;3226.6918945;11.5905199;3443.3915844;44.2020111
04 08 2018 14:00;3047.9960938;10.8593502;3220.4892070;40.9179192
04 08 2018 14:10;3339.9899902;12.8115702;3595.1383562;40.3451004
04 08 2018 14:20;3427.5529785;12.5192003;3580.5391089;38.0846901
04 08 2018 14:30;3293.4331055;11.9055595;3506.4947739;39.0803490
04 08 2018 14:40;3282.8090820;11.8015404;3487.6593109;37.3593102
04 08 2018 14:50;3100.1621094;11.1983099;3338.0559220;44.5481796
04 08 2018 15:00;3303.7128906;12.2912197;3560.1450686;43.1383896
04 08 2018 15:10;3437.0769043;12.7860498;3594.3661741;41.8931007
04 08 2018 15:20;3534.1879883;12.9547300;3597.7284207;43.5005112
04 08 2018 15:30;3402.2009277;12.0064497;3522.9493690;43.1002083
04 08 2018 15:40;3384.6789551;12.1544600;3543.9521514;48.0197906
04 08 2018 15:50;3039.1311035;10.9857798;3267.3981491;45.6208382
04 08 2018 16:00;3025.4670410;11.0491304;3289.5139750;46.6065712
04 08 2018 16:10;2868.2670898;10.8857298;3230.5869357;47.9764595
04 08 2018 16:20;2990.1430664;11.2048197;3340.0636181;48.3018303
04 08 2018 16:30;2838.9628906;10.5020800;3066.7791481;44.5255508
04 08 2018 16:40;2929.4851074;10.5743303;3100.4953692;46.2338486
04 08 2018 16:50;2763.3710938;10.5731096;3099.9371354;46.5620918
04 08 2018 17:00;2834.3640137;10.9312401;3247.6209614;47.6806488
04 08 2018 17:10;2816.9709473;10.7917099;3193.8348076;47.2222900
04 08 2018 17:20;2965.7270508;11.1033602;3307.7274114;48.6075287
04 08 2018 17:30;2688.6689453;10.4490700;3041.1556894;48.7374802
04 08 2018 17:40;3182.3730469;11.8077002;3488.8285400;50.8744392
04 08 2018 17:50;3209.6250000;11.7156200;3470.6314030;51.2422600
04 08 2018 18:00;3159.3239746;11.5813398;3441.2760296;50.6998596
04 08 2018 18:10;2937.9541016;11.2865801;3364.5112433;55.0740509
04 08 2018 18:20;2934.2858887;11.3699999;3388.0133388;56.7556496
04 08 2018 18:30;2954.9680176;11.6128397;3448.4680210;56.6400185
04 08 2018 18:40;3320.0019531;12.0852604;3534.5901090;58.8779907
04 08 2018 18:50;3365.3120117;11.8558102;3497.7264037;57.2827110
04 08 2018 19:00;3210.0869141;11.8016195;3487.6743792;56.7736092
04 08 2018 19:10;3261.8779297;12.0611601;3531.1418141;57.0918312
04 08 2018 19:20;3238.1860352;12.2314501;3553.4410997;58.7529793
04 08 2018 19:30;3151.8889160;11.9331799;3511.1750482;61.2370491
04 08 2018 19:40;3524.2561035;12.7430897;3592.8519805;59.4961586
04 08 2018 19:50;3569.8000488;12.7180405;3591.8443824;59.4063797
04 08 2018 20:00;3504.1059570;13.0342102;3600.0000000;63.2203903
04 08 2018 20:10;3582.7670898;13.2330904;3600.0000000;61.5364990
04 08 2018 20:20;3479.1770020;12.8945398;3596.9978477;60.9649010
04 08 2018 20:30;3315.9980469;11.7587900;3479.3553617;57.6953011
04 08 2018 20:40;3416.5190430;12.7438602;3592.8815168;60.3727493
04 08 2018 20:50;3350.5939941;12.1043301;3537.2495965;61.2219315
04 08 2018 21:00;3305.7109375;11.9287996;3510.4417074;58.5531082
04 08 2018 21:10;3268.8588867;11.9427996;3512.7738641;57.2587585
04 08 2018 21:20;3165.1870117;11.4684200;3413.9177132;57.3332405
04 08 2018 21:30;2811.7600098;10.8393803;3212.7345532;58.1408501
04 08 2018 21:40;3117.6169434;11.5953798;3444.5050276;54.4757881
04 08 2018 21:50;3269.0170898;12.0246096;3525.7250482;53.7686501
04 08 2018 22:00;3091.4741211;11.7286196;3473.2944328;58.5723495
04 08 2018 22:10;3376.8430176;12.2974396;3560.8097997;59.9489708
04 08 2018 22:20;3459.0410156;12.7646599;3593.6459460;60.7672005
04 08 2018 22:30;3461.0209961;12.5379601;3581.8596759;60.3332901
04 08 2018 22:40;3233.5161133;11.9964304;3521.3938356;60.6025085
04 08 2018 22:50;3326.4340820;12.0682402;3532.1649715;60.3895187
04 08 2018 23:00;3310.6040039;12.0028400;3522.3909362;56.6282196
04 08 2018 23:10;3211.5400391;11.7902403;3485.4965629;59.8307495
04 08 2018 23:20;3152.9189453;11.7597303;3479.5415861;62.6727219
04 08 2018 23:30;3318.1831055;12.4027796;3571.1372099;62.8780708
04 08 2018 23:40;3320.9938965;12.5223598;3580.7652692;63.2949104
04 08 2018 23:50;3194.0539551;12.0049400;3522.7160868;60.8020897
05 08 2018 00:00;3304.2480469;12.2912502;3560.1483451;62.7783699
05 08 2018 00:10;3414.9221191;12.6306801;3587.6054976;65.0582733
05 08 2018 00:20;3391.1250000;12.4617701;3576.1622023;64.4509964
05 08 2018 00:30;3484.5180664;12.4238596;3572.9948421;63.5759087
05 08 2018 00:40;3591.0659180;13.3668499;3600.0000000;65.2547836
05 08 2018 00:50;3587.6450195;13.1889095;3600.0000000;63.0338593
05 08 2018 01:00;3447.2019043;12.6250296;3587.2922763;64.1897125
05 08 2018 01:10;3589.5190430;12.9973803;3597.9337942;64.2523880
05 08 2018 01:20;3582.7619629;12.9502602;3597.6919340;62.3137398
05 08 2018 01:30;3573.9221191;12.9804401;3597.8831270;61.6618309
05 08 2018 01:40;3573.7890625;13.3973999;3600.0000000;62.1770706
05 08 2018 01:50;3561.8759766;13.3946199;3600.0000000;62.6893806
05 08 2018 02:00;3577.6599121;13.4286299;3600.0000000;62.4522095
05 08 2018 02:10;3549.7109375;13.3927603;3600.0000000;64.3189011
05 08 2018 02:20;3595.0649414;13.6959696;3600.0000000;65.4107437
05 08 2018 02:30;3589.1169434;13.7262001;3600.0000000;64.2092285
05 08 2018 02:40;3598.8579102;14.0909700;3600.0000000;64.2851334
05 08 2018 02:50;3601.6379395;13.7348604;3600.0000000;63.1310005
05 08 2018 03:00;3580.6130371;14.0651503;3600.0000000;63.5997810
05 08 2018 03:10;3603.3149414;13.9288902;3600.0000000;61.6234093
05 08 2018 03:20;3598.8950195;13.4824200;3600.0000000;59.6444893
05 08 2018 03:30;3596.3068848;13.3341398;3600.0000000;62.3422203
05 08 2018 03:40;3570.8879395;13.2897596;3600.0000000;63.0475388
05 08 2018 03:50;3603.0000000;13.9826002;3600.0000000;62.8085403
05 08 2018 04:00;3599.1818848;13.5218401;3600.0000000;60.3878212
05 08 2018 04:10;3600.2919922;13.7014599;3600.0000000;59.5146599
05 08 2018 04:20;3583.2690430;13.2060404;3600.0000000;60.6543999
05 08 2018 04:30;3593.7338867;13.5088701;3600.0000000;62.0493813
05 08 2018 04:40;3561.6420898;13.2625999;3600.0000000;63.6004295
05 08 2018 04:50;3439.3369141;12.8471298;3596.0568789;64.6389008
05 08 2018 05:00;3575.0458984;13.3422604;3600.0000000;62.9403191
05 08 2018 05:10;3584.2099609;13.9990501;3600.0000000;64.9225235
05 08 2018 05:20;3430.9719238;12.5041599;3579.4416400;63.9299889
05 08 2018 05:30;3106.8300781;11.6984501;3467.0661819;62.6341591
05 08 2018 05:40;3341.4960938;12.1988096;3549.5363726;60.6657486
05 08 2018 05:50;3274.0180664;12.2571297;3556.3918160;61.7391891
05 08 2018 06:00;3109.9550781;11.6796598;3463.1018080;58.8827286
05 08 2018 06:10;3524.4680176;13.0119801;3600.0000000;58.1050110
05 08 2018 06:20;3372.2119141;12.5746202;3584.2862658;62.9136505
05 08 2018 06:30;3429.1220703;12.9368296;3597.5651823;64.7742081
05 08 2018 06:40;2857.5529785;10.8758297;3226.8167147;62.9846802
05 08 2018 06:50;2622.1289063;10.4319000;3032.6930344;66.0407867
05 08 2018 07:00;2826.6350098;10.9618196;3258.7945103;61.9762192
05 08 2018 07:10;3435.8200684;12.4050798;3571.3432785;62.7001305
05 08 2018 07:20;3157.3569336;11.6627798;3459.4842937;60.3560905
05 08 2018 07:30;3413.6870117;12.0296402;3526.4840284;58.7817307
05 08 2018 07:40;3175.0749512;11.7459202;3476.7903442;59.3207703
05 08 2018 07:50;3156.1550293;11.9667501;3516.6847355;60.0149918
05 08 2018 08:00;3596.6459961;13.2149601;3600.0000000;57.2417984
05 08 2018 08:10;3575.9750977;13.5738401;3600.0000000;61.0202599
05 08 2018 08:20;3523.9299316;13.2583303;3600.0000000;58.2332993
05 08 2018 08:30;3394.9838867;12.5533304;3582.9018224;59.4203796
05 08 2018 08:40;3142.9331055;11.6727304;3461.6232341;57.3876114
05 08 2018 08:50;3344.2739258;12.3216000;3563.3334148;59.5441895
05 08 2018 09:00;3297.7839355;12.4239502;3573.0026768;60.6014900
05 08 2018 09:10;3381.1918945;12.5092602;3579.8176639;59.0491600
05 08 2018 09:20;3385.3540039;12.5216398;3580.7138633;60.6174011
05 08 2018 09:30;3222.9409180;12.1159697;3538.8430392;58.8854904
05 08 2018 09:40;3171.3310547;11.7183599;3471.1952809;56.8029594
05 08 2018 09:50;3111.2390137;11.4808903;3417.0616740;55.4496498
05 08 2018 10:00;3036.2141113;11.4823503;3417.4277729;58.2771187
05 08 2018 10:10;2752.1630859;10.9535303;3255.7870996;57.8718910
05 08 2018 10:20;1597.6379395;8.1791763;1634.2119259;50.0043488
05 08 2018 10:30;1555.7760010;8.1753445;1631.9507819;51.2186089
05 08 2018 10:40;2026.9820557;9.0689964;2188.5619748;40.0884399
05 08 2018 10:50;1930.8430176;8.8416882;2042.4769059;37.5305901
05 08 2018 11:00;1823.9050293;8.8103304;2022.5104626;36.7230911
05 08 2018 11:10;1567.1519775;8.0534906;1560.7758134;37.2730408
05 08 2018 11:20;1212.3719482;7.4990320;1257.4840636;38.6476517
05 08 2018 11:30;1502.1109619;8.0175734;1540.0762629;39.0127907
05 08 2018 11:40;1760.7440186;8.6112747;1897.0434253;38.5683098
05 08 2018 11:50;1613.7889404;8.4475212;1795.7326758;37.5996094
05 08 2018 12:00;2164.9680176;9.3889246;2397.1136597;32.9497490
05 08 2018 12:10;1798.2910156;8.3338308;1726.5665904;33.4717789
05 08 2018 12:20;2095.0969238;9.2264175;2290.8551916;27.5823994
05 08 2018 12:30;1883.5930176;8.8082113;2021.1630172;27.2964706
05 08 2018 12:40;2102.3879395;9.3595190;2377.8486427;26.6468105
05 08 2018 12:50;2038.8940430;9.2809505;2326.4512022;29.9754295
05 08 2018 13:00;1986.2719727;9.1470947;2239.2160667;29.6848907
05 08 2018 13:10;1866.7139893;8.8749647;2063.7189732;32.9387398
05 08 2018 13:20;1984.6219482;8.9137087;2088.5179731;33.7700005
05 08 2018 13:30;2396.2570801;9.9453135;2757.6279723;37.9898186
05 08 2018 13:40;1954.7149658;8.8668652;2058.5436427;32.9952011
05 08 2018 13:50;2409.5329590;9.8668566;2706.4992973;39.8011093
05 08 2018 14:00;2287.0520020;9.6144323;2528.0957119;34.1962318
05 08 2018 14:10;2388.5039063;9.8421736;2690.0001443;37.0114403
05 08 2018 14:20;2661.3220215;10.3409595;2986.5161017;38.8828812
05 08 2018 14:30;2380.4389648;9.6487970;2553.6697494;41.4105110
05 08 2018 14:40;3010.8588867;11.4246702;3402.6430956;43.3051300
05 08 2018 14:50;3218.3999023;11.7283001;3473.2293585;42.7625389
05 08 2018 15:00;3320.0839844;12.4404402;3574.4074788;42.4373703
05 08 2018 15:10;3315.0639648;11.9509802;3514.1208475;44.1949310
05 08 2018 15:20;3222.6188965;11.6693401;3460.8965506;46.1578789
05 08 2018 15:30;3214.5629883;11.5122604;3424.8350543;44.3360786
05 08 2018 15:40;3047.3010254;11.3598099;3385.2193454;45.6896515
05 08 2018 15:50;2838.9199219;10.5577202;3092.8660033;48.3737297
05 08 2018 16:00;2600.7958984;10.0469398;2820.9442197;45.7779198
05 08 2018 16:10;2767.7480469;10.4390697;3036.2365941;46.9597588
05 08 2018 16:20;2439.4741211;10.0276604;2809.1808670;47.6902199
05 08 2018 16:30;2880.2309570;10.9830704;3266.4318836;49.1623611
05 08 2018 16:40;2748.5859375;10.8874903;3231.2549418;49.4452896
05 08 2018 16:50;2920.3850098;11.4388905;3406.3496683;51.5235710
05 08 2018 17:00;2727.5029297;10.9283600;3246.5573776;51.3344002
05 08 2018 17:10;2553.2329102;10.5799799;3103.0738758;53.2103004
05 08 2018 17:20;2437.1809082;10.2722797;2950.1035121;53.5459290
05 08 2018 17:30;2367.3320313;10.1908798;2905.1877176;53.7867393
05 08 2018 17:40;2283.0080566;10.0212202;2805.2257064;56.1060104
05 08 2018 17:50;2419.1831055;10.4492702;3041.2539246;57.7523918
05 08 2018 18:00;2537.7561035;10.9491701;3254.1988073;59.4150200
05 08 2018 18:10;2706.6250000;11.2687702;3359.3062016;63.1200409
05 08 2018 18:20;2830.2089844;11.7255802;3472.6745921;64.7939529
05 08 2018 18:30;2736.2199707;11.3709202;3388.2646298;64.5304565
05 08 2018 18:40;2511.7519531;10.8169899;3203.9260164;66.1909866
05 08 2018 18:50;2720.6760254;11.3843803;3391.9202651;65.1477966
05 08 2018 19:00;2888.2141113;11.9523497;3514.3452048;67.2843170
05 08 2018 19:10;3017.4709473;11.9029198;3506.0404716;69.8191681
05 08 2018 19:20;3034.8549805;12.0033703;3522.4731072;70.9406967
05 08 2018 19:30;3235.2270508;12.1494398;3543.2996853;68.3065338
05 08 2018 19:40;3065.7880859;11.8193102;3491.0137490;66.4334183
05 08 2018 19:50;3523.0769043;12.6488504;3588.5804369;65.0200729
05 08 2018 20:00;3572.9350586;12.8775902;3596.6985579;64.6491928
05 08 2018 20:10;3595.8569336;13.0936899;3600.0000000;64.0839691
05 08 2018 20:20;3603.0568848;13.0769300;3600.0000000;64.1139069
05 08 2018 20:30;3575.3110352;13.1801395;3600.0000000;62.7994308
05 08 2018 20:40;3571.2519531;13.1715202;3600.0000000;61.9089394
05 08 2018 20:50;3602.1210938;13.1537304;3600.0000000;60.9410706
05 08 2018 21:00;3604.4260254;12.7982197;3594.7462073;58.3172913
05 08 2018 21:10;3536.1579590;12.2976198;3560.8289708;55.7797089
05 08 2018 21:20;3343.0029297;12.3583002;3566.9898186;56.8167686
05 08 2018 21:30;3162.5390625;12.2427797;3554.7560578;58.1762009
05 08 2018 21:40;3097.4951172;11.9709301;3517.3571078;56.3106117
05 08 2018 21:50;3018.6440430;11.4520798;3409.7513765;51.8544617
05 08 2018 22:00;2992.2419434;11.3600397;3385.2825980;49.7757187
05 08 2018 22:10;2973.9499512;11.3538303;3383.5699263;49.7587090
05 08 2018 22:20;2965.2160645;11.4997597;3421.7606050;48.8383904
05 08 2018 22:30;2813.9550781;10.9068699;3238.5600380;47.2314606
05 08 2018 22:40;2954.4470215;11.2036800;3339.7127960;45.1399994
05 08 2018 22:50;3163.5949707;11.6869297;3464.6433996;43.5914192
05 08 2018 23:00;3180.1040039;11.6404200;3454.6101376;43.4071083
05 08 2018 23:10;2924.8540039;11.8089705;3489.0688127;43.6904411
05 08 2018 23:20;3037.7299805;12.3217497;3563.3487649;47.4456596
05 08 2018 23:30;2919.8740234;11.7526703;3478.1394479;47.8153496
05 08 2018 23:40;2880.3549805;11.2068501;3340.6879491;47.3293304
05 08 2018 23:50;2818.3269043;11.2110796;3341.9856786;45.5934715
06 08 2018 00:00;2454.5358887;10.4033804;3018.4580539;46.2599106
06 08 2018 00:10;2359.1359863;10.0973396;2851.1549878;48.0599785
06 08 2018 00:20;2181.1120605;9.9376268;2752.7063036;50.8092804
06 08 2018 00:30;2150.8540039;9.8012190;2662.1808493;48.6563683
06 08 2018 00:40;2406.8750000;10.1365604;2874.1299056;47.9344101
06 08 2018 00:50;2371.5170898;9.9860792;2783.4160267;46.0983200
06 08 2018 01:00;2226.1289063;10.1302404;2870.4591187;48.6419106
06 08 2018 01:10;2321.8840332;10.1421700;2877.3779796;49.6760902
06 08 2018 01:20;2365.3269043;10.4688597;3050.8101379;49.7786217
06 08 2018 01:30;2347.6550293;10.4280300;3030.7744845;52.8013115
06 08 2018 01:40;2456.3479004;10.6446199;3131.9871989;47.0413017
06 08 2018 01:50;2403.6931152;10.4367104;3035.0720400;47.5880508
06 08 2018 02:00;2301.6159668;10.2666903;2947.0807824;47.4586792
06 08 2018 02:10;2347.9331055;10.6780005;3146.4987374;50.9664116
06 08 2018 02:20;2513.0859375;10.6504402;3134.5378639;52.1417885
06 08 2018 02:30;2601.5109863;11.0702801;3296.6953501;51.9616890
06 08 2018 02:40;2487.6740723;11.1354904;3318.2108129;54.4391708
06 08 2018 02:50;2466.4140625;11.4633198;3412.6229773;58.4497795
06 08 2018 03:00;2496.7590332;11.2974596;3367.6581645;59.6948090
06 08 2018 03:10;2502.7189941;10.8472900;3215.8174764;63.1975403
06 08 2018 03:20;2474.4040527;10.5546999;3091.4709501;63.5658188
06 08 2018 03:30;2341.2099609;10.1959696;2908.0529996;61.6240387
06 08 2018 03:40;2304.8510742;10.1279297;2869.1139867;61.1773911
06 08 2018 03:50;2208.5129395;9.8700132;2708.5949470;62.6136093
06 08 2018 04:00;2091.7260742;9.6886120;2582.7834335;60.5500908
06 08 2018 04:10;2185.8811035;9.9999733;2792.0853968;60.6046295
06 08 2018 04:20;2347.1499023;10.1133299;2860.5779581;63.2527618
06 08 2018 04:30;2340.3029785;10.1616001;2888.5558135;63.8161888
06 08 2018 04:40;2150.0100098;9.6766567;2574.0993102;61.6279793
06 08 2018 04:50;1937.2939453;9.3521671;2373.0343086;63.6594315
06 08 2018 05:00;1907.8540039;9.1600027;2247.6068903;63.8343010
06 08 2018 05:10;1667.5100098;8.7461786;1981.8249624;63.2705612
06 08 2018 05:20;1468.8830566;8.4151917;1775.9610558;63.2037315
06 08 2018 05:30;1255.6040039;7.8680401;1455.3585234;61.3608513
06 08 2018 05:40;1051.1899414;7.4220572;1217.9098970;63.6019402
06 08 2018 05:50;1033.6939697;7.4935622;1254.6420020;62.4221382
06 08 2018 06:00;920.3751221;7.0782890;1051.6244476;64.2206268
06 08 2018 06:10;903.9780884;6.9950981;1013.7836763;64.3597565
06 08 2018 06:20;968.8358765;7.2082849;1112.5758701;64.0416565
06 08 2018 06:30;793.0571899;6.6129332;850.8790212;60.9362793
06 08 2018 06:40;824.1721191;6.7994561;928.2093089;62.0948906
06 08 2018 06:50;930.8859863;7.0883012;1056.2390415;61.4552612
06 08 2018 07:00;880.8355103;6.9487648;993.0903209;58.5799904
06 08 2018 07:10;828.9658813;6.8517780;950.6369225;61.6698799
06 08 2018 07:20;960.6870728;7.2317429;1123.8182848;58.4471893
06 08 2018 07:30;743.6870117;6.7577772;910.5774358;63.4518318
06 08 2018 07:40;780.2855225;6.6351480;859.8782792;59.9218903
06 08 2018 07:50;695.1981201;6.4677701;793.4413375;60.9765816
06 08 2018 08:00;816.3093262;6.8944092;969.1553195;58.3494606
06 08 2018 08:10;529.8757935;6.0264978;632.9651866;58.2607613
06 08 2018 08:20;397.2148132;5.4467959;453.8242163;56.5281982
06 08 2018 08:30;623.9550781;6.3355231;743.1419157;58.8238602
06 08 2018 08:40;736.6771851;6.6623259;870.9646615;64.5256119
06 08 2018 08:50;855.1536865;6.9210658;980.8476557;59.1777802
06 08 2018 09:00;610.1776123;6.1549110;677.5060868;55.2237015
06 08 2018 09:10;515.3483887;5.7270932;536.7621145;44.6636505
06 08 2018 09:20;563.5352783;5.9312072;602.0254071;52.6066093
06 08 2018 09:30;612.4812012;6.0555849;642.8998570;39.7812500
06 08 2018 09:40;684.4680176;6.1555510;677.7324585;31.2265491
06 08 2018 09:50;925.6832886;7.0305090;1029.7821440;29.0263901
06 08 2018 10:00;931.0720215;6.8846011;964.8751985;28.5034294
06 08 2018 10:10;966.8485718;6.9421840;990.1730230;25.9502602
06 08 2018 10:20;1050.2290039;7.2656689;1140.2125625;26.2867508
06 08 2018 10:30;1038.8470459;7.1837440;1100.8952710;23.9639397
06 08 2018 10:40;1441.1529541;8.0666943;1568.4179880;26.7570496
06 08 2018 10:50;1294.5000000;7.8087101;1422.4300373;32.1405907
06 08 2018 11:00;1194.9189453;7.5117712;1264.0440292;30.4760609
06 08 2018 11:10;1322.0319824;7.9261670;1488.0032493;28.1565609
06 08 2018 11:20;1161.3840332;7.4876699;1251.5855983;31.3689594
06 08 2018 11:30;1238.3420410;7.6857719;1355.5162219;30.7874699
06 08 2018 11:40;1173.6820068;7.4361138;1225.0695507;30.9887695
06 08 2018 11:50;1235.6569824;7.6013708;1310.6564199;29.2546806
06 08 2018 12:00;951.1776123;6.9444170;991.1623248;24.8256207
06 08 2018 12:10;1195.7650146;7.5254440;1271.0879842;28.9360695
06 08 2018 12:20;1279.3399658;7.6651540;1344.4745474;30.0018902
06 08 2018 12:30;1115.9479980;7.3564839;1184.8991112;29.4332104
06 08 2018 12:40;1263.5200195;7.6881652;1356.8013209;27.2621307
06 08 2018 12:50;1206.5450439;7.5915909;1305.5172302;26.7749100
06 08 2018 13:00;1097.4930420;7.5001020;1258.0523142;30.3268700
06 08 2018 13:10;1316.8990479;7.8033509;1419.4756153;27.1250095
06 08 2018 13:20;1235.8669434;7.6638451;1343.7753678;29.0708904
06 08 2018 13:30;1398.9219971;7.9309750;1490.7200684;31.2423401
06 08 2018 13:40;1470.8000488;8.1551580;1620.0615525;29.7483807
06 08 2018 13:50;1576.1400146;8.4830856;1817.5735238;34.6794701
06 08 2018 14:00;1621.6710205;8.3839540;1756.9340901;34.9207001
06 08 2018 14:10;1560.7869873;8.4558392;1800.8324659;34.5345802
06 08 2018 14:20;1844.9659424;8.9004354;2080.0142381;31.6718292
06 08 2018 14:30;1526.4040527;8.2619162;1683.3612440;33.8482018
06 08 2018 14:40;2248.2648926;10.0187101;2803.6806754;38.4795113
06 08 2018 14:50;1748.2790527;8.7326527;1973.2756824;36.9537811
06 08 2018 15:00;1607.6860352;8.4765348;1813.5435181;35.3928795
06 08 2018 15:10;1997.8050537;9.1823206;2262.1262352;34.3427391
06 08 2018 15:20;1475.7760010;7.9254670;1487.6079127;38.4657516
06 08 2018 15:30;1893.4909668;9.0743761;2192.0445888;37.4112701
06 08 2018 15:40;2102.4838867;9.5642862;2490.0266800;36.6202316
06 08 2018 15:50;1794.1689453;8.9468164;2109.7636711;38.6982384
06 08 2018 16:00;2170.0849609;9.7286673;2611.5200502;39.1555405
06 08 2018 16:10;1577.4899902;8.3799324;1754.4900784;38.1166000
06 08 2018 16:20;1724.3439941;8.8292046;2034.5222035;39.1994019
06 08 2018 16:30;1610.6309814;8.4964037;1825.7763653;36.6292114
06 08 2018 16:40;1697.4499512;8.5844955;1880.3492831;39.8001213
06 08 2018 16:50;1217.0999756;7.7145700;1371.0268482;39.2917213
06 08 2018 17:00;1705.1929932;8.5825901;1879.1632360;43.6216011
06 08 2018 17:10;1322.3800049;7.9138989;1481.0823602;45.0024490
06 08 2018 17:20;1210.0080566;7.7443242;1387.1588948;46.4372101
06 08 2018 17:30;1531.8709717;8.4422932;1792.5299935;49.1109200
06 08 2018 17:40;1626.8669434;8.6666641;1931.7194442;48.6632309
06 08 2018 17:50;1639.0100098;8.7221909;1966.6703042;49.1983299
06 08 2018 18:00;1531.3890381;8.4388533;1790.4238476;49.6833000
06 08 2018 18:10;1273.3160400;7.8291149;1433.7093400;50.3109207
06 08 2018 18:20;1518.6519775;8.1940050;1642.9749519;53.9432907
06 08 2018 18:30;1624.5500488;8.5243082;1843.0046362;54.5226517
06 08 2018 18:40;1946.4990234;9.3413172;2365.9310102;55.7386208
06 08 2018 18:50;2068.2041016;9.5168839;2453.2104299;57.2403793
06 08 2018 19:00;2099.4899902;9.5334711;2466.1858698;57.8412514
06 08 2018 19:10;1838.6419678;8.9217815;2093.6939210;60.2140007
06 08 2018 19:20;1794.2500000;9.0058746;2147.7787401;61.4496307
06 08 2018 19:30;1710.8499756;8.8134127;2024.4708011;63.8577499
06 08 2018 19:40;2073.5170898;9.6322355;2541.3966119;65.3845367
06 08 2018 19:50;2086.6140137;9.5974255;2515.2850789;63.3097000
06 08 2018 20:00;2102.2080078;9.6198616;2532.1638094;63.2080002
06 08 2018 20:10;2106.1640625;9.6738367;2572.0436738;62.4821396
06 08 2018 20:20;2218.2060547;9.8889027;2721.0674045;63.8911591
06 08 2018 20:30;2353.5319824;10.1196804;2864.2988044;66.0461273
06 08 2018 20:40;2315.1750488;10.0967302;2850.7943378;64.5910034
06 08 2018 20:50;2254.5759277;10.0298405;2810.5168316;66.3743820
06 08 2018 21:00;2273.2719727;9.9174175;2739.6762311;63.7451515
06 08 2018 21:10;2238.6708984;9.8891907;2721.2566755;63.0024109
06 08 2018 21:20;2121.9160156;9.7805014;2647.8952370;64.3376923
06 08 2018 21:30;1865.8229980;9.0770140;2193.7526221;69.2457199
06 08 2018 21:40;1899.8859863;9.2632446;2314.8861150;70.2621231
06 08 2018 21:50;2400.2739258;10.5390902;3084.2226146;70.9766006
06 08 2018 22:00;2159.0209961;9.8111286;2668.9632354;70.3116074
06 08 2018 22:10;1861.4899902;9.1625814;2249.2837939;69.3718033
06 08 2018 22:20;2282.0209961;10.1117001;2859.6210548;70.9706573
06 08 2018 22:30;2287.2719727;10.0678301;2833.5607951;69.0760498
06 08 2018 22:40;2437.9130859;10.5980902;3111.2835013;73.0111313
06 08 2018 22:50;2209.2729492;9.9372787;2752.4829773;73.6568222
06 08 2018 23:00;2114.4570313;9.8862209;2719.3037606;74.5948334
06 08 2018 23:10;1977.4470215;9.4292059;2423.5247559;72.7776031
06 08 2018 23:20;2078.5019531;9.6544476;2557.8351647;71.7891464
06 08 2018 23:30;1947.9360352;9.4869137;2461.3962051;73.6401672
06 08 2018 23:40;2112.9270020;9.6422548;2548.8330508;70.2254410
06 08 2018 23:50;2260.3940430;9.9346838;2750.8169046;68.6335983
07 08 2018 00:00;2141.6560059;9.7881136;2653.1608696;67.5261230
07 08 2018 00:10;2283.8249512;10.0945101;2849.4794654;65.4033813
07 08 2018 00:20;2288.4890137;10.1471901;2880.2767930;69.5020905
07 08 2018 00:30;2248.0559082;9.9725809;2774.9353962;67.5262909
07 08 2018 00:40;2440.4470215;10.2919397;2960.6641326;66.5872116
07 08 2018 00:50;2505.3640137;10.7137804;3161.7405973;67.7563782
07 08 2018 01:00;2531.1289063;10.5175505;3074.1149343;65.8024673
07 08 2018 01:10;2440.3620605;10.3856001;3009.4699535;66.7977982
07 08 2018 01:20;2415.2890625;10.2274103;2925.5838264;64.7503967
07 08 2018 01:30;2275.6169434;10.0408897;2817.2651464;63.3254700
07 08 2018 01:40;2023.2440186;9.4017544;2405.5232554;58.8988800
07 08 2018 01:50;2251.5690918;10.0183601;2803.4650839;66.0217667
07 08 2018 02:00;2217.6621094;9.7542124;2629.5603224;61.0601616
07 08 2018 02:10;1590.7259521;8.3780518;1753.3476247;58.8939400
07 08 2018 02:20;1417.0489502;8.0592909;1564.1308101;54.1775589
07 08 2018 02:30;1971.4360352;9.2780704;2324.5695116;55.9985886
07 08 2018 02:40;1995.5290527;9.0332537;2165.4499958;53.4948807
07 08 2018 02:50;1900.2380371;8.8880157;2072.0647336;52.6869202
07 08 2018 03:00;2257.3911133;9.6819983;2577.9854339;50.5795403
07 08 2018 03:10;2455.3420410;10.2981501;2963.9770962;51.0928307
07 08 2018 03:20;2244.6831055;9.8847160;2718.3130394;54.3006210
07 08 2018 03:30;2646.3100586;10.6476898;3133.3336136;52.9716988
07 08 2018 03:40;2602.2060547;10.5706701;3098.8203729;48.6438103
07 08 2018 03:50;2346.4060059;10.0984201;2851.7941725;50.0981712
07 08 2018 04:00;2380.1979980;10.3256302;2978.5049001;49.3076706
07 08 2018 04:10;2372.2241211;10.2190304;2920.9396223;50.0512390
07 08 2018 04:20;2578.6369629;10.6886902;3151.0861899;49.6358986
07 08 2018 04:30;2088.2929688;9.5189533;2454.8347467;50.9057503
07 08 2018 04:40;1940.5589600;8.9342241;2101.6772783;44.0238113
